cleaned_text,created_at,follower_count,profile_image,retweets,sentiment,text,tweet_id,user_name,user_url,Metro
krishnabgowda Unfortunate that ModiSarkar doesn't have money to pay #NREGA Wages to the workers for the work th,2019-01-31 16:00:04,1066,https://pbs.twimg.com/profile_images/1089858401423613953/VfkmxY-B_normal.jpg,0,negative,krishnabgowda: Unfortunate that ModiSarkar doesn't have money to pay #NREGA Wages to the workers for the work th… https://t.co/E3a6yMnA3c,1091003188168269826,tae,https://twitter.com/singuIarity95,Kolkata
Unfortunate that ModiSarkar doesn't have money to pay #NREGA Wages to the workers for the work they have done Failure t…,2019-01-31 15:57:19,115,https://pbs.twimg.com/profile_images/933149688663916545/nQ1FnTGW_normal.jpg,78,negative,"@krishnabgowda: Unfortunate that ModiSarkar doesn't have money to pay #NREGA Wages to the workers for the work they have done, Failure t…",1091002495806058496,INC Virajpet,https://twitter.com/INCVirajpet,Hyderabad
And among all the KEY ministries of ModiSarkar .. Yours has been the most inefficient incompetent insensitive &amp gave the…,2019-01-31 15:55:52,525,https://pbs.twimg.com/profile_images/1092017566388637697/cAxH_Vzy_normal.jpg,121,positive,"@RavinarIN: And among all the KEY ministries of ModiSarkar ... Yours has been the most inefficient, incompetent, insensitive &amp; gave the…",1091002132600315904,Kunal Chauhan,https://twitter.com/kunallchauhan,Kolkata
And among all the KEY ministries of ModiSarkar .. Yours has been the most inefficient incompetent insensitive &amp gave the…,2019-01-31 15:52:48,191,https://pbs.twimg.com/profile_images/1088156135817994241/rznkVgiv_normal.jpg,121,positive,"@RavinarIN: And among all the KEY ministries of ModiSarkar ... Yours has been the most inefficient, incompetent, insensitive &amp; gave the…",1091001357732143104,NIRANJANA CHELUR,https://twitter.com/MAXCHELUR,Mumbai
Unfortunate that ModiSarkar doesn't have money to pay #NREGA Wages to the workers for the work they have done Failure t…,2019-01-31 15:52:15,43,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,78,negative,"@krishnabgowda: Unfortunate that ModiSarkar doesn't have money to pay #NREGA Wages to the workers for the work they have done, Failure t…",1091001222537142274,Dhyanvgowda🇮🇳🏳️,https://twitter.com/Dhyanvgowda4,Bengaluru
noharparrikar #ModiDobara #YuvaBharatWithModi #ModiOnceMore #ModiBringsBack #ModiForPM2019 #ModiSarkar,2019-01-31 15:51:19,265,https://pbs.twimg.com/profile_images/1091043073004576769/QVOhihvM_normal.jpg,0,neutral,"noharparrikar 
#ModiDobara
#YuvaBharatWithModi 
#ModiOnceMore 
#ModiBringsBack 
#ModiForPM2019 
#ModiSarkar… https://t.co/1OEX0FkTbs",1091000987689590787,BHARATIY,https://twitter.com/BHARAT17434681,Mumbai
public #PhirEkBar #ModiSarkar,2019-01-30 23:49:37,985,https://pbs.twimg.com/profile_images/1079396413665132544/PNioD-b3_normal.jpg,0,neutral,public @SUHRUTH2007 #PhirEkBar #ModiSarkar,1090758967511474176,PM.Most-Electable,https://twitter.com/4Mahasangram19,Hyderabad
The reason why poverty queens hate .. ModiSarkar has lifted more people above the BPL at a faste…,2019-01-30 23:37:18,354,https://pbs.twimg.com/profile_images/1009036564482215936/BE8DykYJ_normal.jpg,13,negative,@babajibaala: @RavinarIN The reason why poverty queens hate @narendramodi ... ModiSarkar has lifted more people above the BPL at a faste…,1090755864749924361,The Birdhouse,https://twitter.com/birdhouse_the,Bengaluru
While media&amp ilk kept on harping about a plane going to get MehulChoksi (to warn him?) ModiSarkar sends…,2019-01-30 21:46:54,272,https://pbs.twimg.com/profile_images/1432531147/image_normal.jpg,12,neutral,"@devyanidilli: While @vineetjaintimes media&amp; ilk kept on harping about a plane going to get MehulChoksi (to warn him?)
ModiSarkar sends…",1090728084024819713,Rajesh Kumar,https://twitter.com/raje147,Kolkata
While media&amp ilk kept on harping about a plane going to get MehulChoksi (to warn him?) ModiSarkar sends…,2019-01-30 21:40:21,1535,https://pbs.twimg.com/profile_images/620510049874501632/AriBnRsZ_normal.jpg,12,neutral,"@devyanidilli: While @vineetjaintimes media&amp; ilk kept on harping about a plane going to get MehulChoksi (to warn him?)
ModiSarkar sends…",1090726434153218048,Madhu,https://twitter.com/AmWithModi,Bengaluru
While media&amp ilk kept on harping about a plane going to get MehulChoksi (to warn him?) ModiSarkar sends…,2019-01-30 21:30:42,12192,https://pbs.twimg.com/profile_images/568100211663175680/39kFndys_normal.jpeg,12,neutral,"@devyanidilli: While @vineetjaintimes media&amp; ilk kept on harping about a plane going to get MehulChoksi (to warn him?)
ModiSarkar sends…",1090724008201539584,Sandy Boy 🇮🇳(Sundeep),https://twitter.com/ssingapuri,Bengaluru
_Bharath Yeah #Gathbandhan tho Swarth kaa #MahaGathbandhan hai Very good sattire #ModiOnceMore #ModiFor2019 #ModiDobara #ModiGo…,2019-01-30 21:27:28,37,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,13,positive,"@Jago_Bharath: Yeah #Gathbandhan tho Swarth kaa #MahaGathbandhan hai… Very good sattire. 
#ModiOnceMore #ModiFor2019 #ModiDobara #ModiGo…",1090723191687761920,Dr.Srigangayogadath,https://twitter.com/Srigangayogada1,Kolkata
While media&amp ilk kept on harping about a plane going to get MehulChoksi (to warn him?) ModiSarkar sends…,2019-01-30 21:22:23,1175,https://pbs.twimg.com/profile_images/1073906435568951296/CTaPo0sM_normal.jpg,12,neutral,"@devyanidilli: While @vineetjaintimes media&amp; ilk kept on harping about a plane going to get MehulChoksi (to warn him?)
ModiSarkar sends…",1090721913100517385,राम मृदुल भाटिया🇮🇳,https://twitter.com/mridul63,Mumbai
_Bharath In Spain this lady sings this song in the morning in a Radio Station It has gone viral worldwide Do listen and sing al…,2019-01-30 21:19:57,29,https://pbs.twimg.com/profile_images/378800000819413029/d70ae28e202852f4e3c5782482b908e4_normal.jpeg,64,neutral,"@Jago_Bharath: In Spain, this lady sings this song in the morning in a Radio Station. It has gone viral worldwide. Do listen and sing al…",1090721299775832071,Anish,https://twitter.com/anishhindustani,Mumbai
While media&amp ilk kept on harping about a plane going to get MehulChoksi (to warn him?) ModiSarkar sends…,2019-01-30 20:02:07,11131,https://pbs.twimg.com/profile_images/1092318123691331584/hSqeJVT-_normal.jpg,12,neutral,"@devyanidilli: While @vineetjaintimes media&amp; ilk kept on harping about a plane going to get MehulChoksi (to warn him?)
ModiSarkar sends…",1090701713034616834,🚩🇮🇳 Maa भारती 🇮🇳 🚩,https://twitter.com/IIGoDMomll,Mumbai
_Bharath #RafalePolitics #Rafale #RafaleDeal #ModiOnceMore #ModiFor2019 #ModiDobara #ModiGovt #ModiSarkar #modiwithmiddleclass #mo…,2019-01-30 17:50:54,1808,https://pbs.twimg.com/profile_images/1079930727167184899/f0g_nveW_normal.jpg,2,neutral,@Jago_Bharath: #RafalePolitics #Rafale #RafaleDeal #ModiOnceMore #ModiFor2019 #ModiDobara #ModiGovt #ModiSarkar #modiwithmiddleclass #mo…,1090668693820854272,Jago Bharat,https://twitter.com/Jago_Bharath,Mumbai
nghaviharsh Jay Ho..modisarkar,2019-01-30 16:30:41,37,https://pbs.twimg.com/profile_images/1085499199381168128/tRYP_dDl_normal.jpg,0,neutral,nghaviharsh @narendramodi Jay Ho..modisarkar,1090648503934578688,Nikunjtank,https://twitter.com/Nikunjtank2,Hyderabad
prolonged association with BJP/RSS may ruin Sikh culture in Punjab,2019-01-31 23:59:54,68,https://pbs.twimg.com/profile_images/873151163981479939/pNRDd5Z3_normal.jpg,0,neutral, prolonged association with BJP/RSS may ruin Sikh culture in Punjab. https://t.co/8Xb7a3ss5u,1091123943354839042,M RAM,https://twitter.com/mangeram0154,Hyderabad
In a war Congress and BJP will not fly fighter jets into enemy territory Let’s hear what the IAF Chief is saying Le…,2019-01-31 23:59:53,7,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1984,negative,"@majorgauravarya: In a war, Congress and BJP will not fly fighter jets into enemy territory. Let’s hear what the IAF Chief is saying. Le…",1091123938221002752,Jagrit Marriya,https://twitter.com/jagrit_marriya,Kolkata
The aim of RTE was to kill low cost schooling plus cement monopoly of Christian control on education What kind of Orwellian…,2019-01-31 23:59:50,81,https://pbs.twimg.com/profile_images/378800000740322160/048e822d86db6d7688e06e9461a21345_normal.jpeg,436,positive,@sankrant: The aim of RTE was to kill low cost schooling plus cement monopoly of Christian control on education. What kind of Orwellian…,1091123926225154048,Vardan,https://twitter.com/thevardanian,Delhi
#ModiToadies your Fuhrer has made you jobless too I know So why in heavens are you wasting your time trending the #BJP cr…,2019-01-31 23:59:45,43,https://pbs.twimg.com/profile_images/1033374237552254983/rLiSiSGm_normal.jpg,238,neutral,"@JhaSanjay: #ModiToadies, your Fuhrer has made you jobless too, I know. So why in heavens are you wasting your time trending the #BJP cr…",1091123905098584066,Satpal Rose,https://twitter.com/satpal_rose,Delhi
_dash68 Breaking 13 Amethi Congress councillors joined BJP,2019-01-31 23:59:44,3633,https://pbs.twimg.com/profile_images/870388098164764672/V1NosdOK_normal.jpg,516,neutral,@sp_dash68: Breaking! 13 Amethi Congress councillors joined BJP! https://t.co/NuxKElb7kF,1091123898534559745,InnovativeHindu 🇮🇳,https://twitter.com/InnovativeHindu,Bengaluru
Congress workers created ruckus &amp damaged property stating EVM tampering as their leader Randeep Surjewala lost in Jind BJP…,2019-01-31 23:59:34,313,https://pbs.twimg.com/profile_images/470603403349860352/eDBRvT9q_normal.jpeg,3280,neutral,"@AskAnshul: Congress workers created ruckus &amp; damaged property stating EVM tampering as their leader Randeep Surjewala lost in Jind

BJP…",1091123856985665536,Ankur Agarwal 🛫🇮🇳,https://twitter.com/ruknagi,Delhi
_ लगभ ती दशको स BJP बो रह थ रा लल ह आएंग मंदि वह बनाएंगे लेकि आ अचान BJP औ RSS कोर् चल ग औ मंदि इधर…,2019-01-31 23:59:33,295,https://pbs.twimg.com/profile_images/815759484739952640/pcgoug5h_normal.jpg,2472,neutral,"@HardikPatel_: लगभग तीन दशकों से BJP बोल रही थी राम लला हम आएंगे मंदिर वही बनाएंगे, लेकिन आज अचानक BJP और RSS  कोर्ट चली गई और मंदिर इधर…",1091123852577513478,RIP APJ,https://twitter.com/fast756,Delhi
rendramodi Congratulations to your entire husband as well as the State of Haryana you g,2019-01-31 23:59:31,1,https://pbs.twimg.com/profile_images/1088349955771662337/olz5hVnm_normal.jpg,0,neutral,"rendramodi @BJP4Haryana @mlkhattar Congratulations to your entire husband as well as the State of Haryana, you g… https://t.co/aOTVxeuz1u",1091123845442854912,Ravi Kumar Prasad,https://twitter.com/RaviKum16344070,Mumbai
The reason Manohar Parrikar with his Serious illness has to continue like this is because he cant be replaced as there is infig…,2019-01-31 23:59:28,476,https://pbs.twimg.com/profile_images/853281375729860609/tcva8Pa1_normal.jpg,438,negative,@Joydas: The reason Manohar Parrikar with his Serious illness has to continue like this is because he cant be replaced as there is infig…,1091123832377626624,Incredible Indian,https://twitter.com/KhaoPeeyo,Delhi
_ET Embarrassing for the BJP in Madhya Pradesh after it had hit the road protesting against murder of two of its local lea…,2019-01-31 23:59:28,214,https://pbs.twimg.com/profile_images/562216528578240513/oWZu9Gt0_normal.jpeg,1287,neutral,@AmanKayamHai_ET: Embarrassing for the BJP in Madhya Pradesh after it had hit the road protesting against murder of two of its local lea…,1091123831467581440,Sanjay Gupta,https://twitter.com/sanjay0864,Mumbai
Instead of accusing DMK &amp ADMK I appealed to both their cadre Asked them certain questions at the end of the program 10…,2019-01-31 23:59:20,313,https://pbs.twimg.com/profile_images/378800000698139123/b0728943f4946ce3da80820b8587b58b_normal.jpeg,167,positive,"@mahesh10816: Instead of accusing DMK &amp; ADMK I appealed to both their cadre. Asked them certain questions , at the end of the program 10…",1091123800588996608,shiva_s26,https://twitter.com/Shiva_s26,Kolkata
_in In photos When leaders met Hindu Mahasabha member who shot at Gandhi's effigy,2019-01-31 23:59:19,20,https://pbs.twimg.com/profile_images/1019233171760558080/tmdDK8DG_normal.jpg,92,neutral,@thewire_in: In photos: When @BJP4India leaders met Hindu Mahasabha member who shot at Gandhi's effigy  https://t.co/EPKOQjVl27 https://…,1091123794947776512,Shãlõm Pialrâl,https://twitter.com/PuDawr,Hyderabad
Amit Shah pushes for a 8 BJP 32 AIADMK seat share in TN Puducherry Prime Minister Narendra is expected to annou…,2019-01-31 23:59:18,3633,https://pbs.twimg.com/profile_images/870388098164764672/V1NosdOK_normal.jpg,95,negative,"@RaghuramanMenon: Amit Shah pushes for a 8: BJP, 32: AIADMK seat share in TN / Puducherry : Prime Minister Narendra is expected to annou…",1091123790933839872,InnovativeHindu 🇮🇳,https://twitter.com/InnovativeHindu,Mumbai
_ लगभ ती दशको स BJP बो रह थ रा लल ह आएंग मंदि वह बनाएंगे लेकि आ अचान BJP औ RSS कोर् चल ग औ मंदि इधर…,2019-01-31 23:59:03,197,https://pbs.twimg.com/profile_images/895996881263775744/4vgEWcR9_normal.jpg,2472,neutral,"@HardikPatel_: लगभग तीन दशकों से BJP बोल रही थी राम लला हम आएंगे मंदिर वही बनाएंगे, लेकिन आज अचानक BJP और RSS  कोर्ट चली गई और मंदिर इधर…",1091123728350511104,Naushad ali,https://twitter.com/naushadali562,Bengaluru
सुरजेवाल क उतारन क बावजू #jindbypoll मे कांग्रे तीसर नम्ब प बहु पीछ है BJP न बड़ बढ़ बन ल है हरियाण की…,2019-01-31 23:59:03,1144,https://pbs.twimg.com/profile_images/903160412383862784/1xD_a_-s_normal.jpg,1229,neutral,@manakgupta: सुरजेवाला को उतारने के बावजूद #jindbypoll में कांग्रेस तीसरे नम्बर पर बहुत पीछे है. BJP ने बड़ी बढ़त बना ली है. हरियाणा की…,1091123726320513024,संजय सिंह,https://twitter.com/sanjays91174755,Delhi
In a war Congress and BJP will not fly fighter jets into enemy territory Let’s hear what the IAF Chief is saying Le…,2019-01-31 23:59:02,21,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1984,negative,"@majorgauravarya: In a war, Congress and BJP will not fly fighter jets into enemy territory. Let’s hear what the IAF Chief is saying. Le…",1091123723359277056,Priya,https://twitter.com/p_hpriya,Bengaluru
I thank the people of Jind for blessing This is a seat where the Party has never won before Glad to see th…,2019-01-31 23:58:57,557,https://pbs.twimg.com/profile_images/1087468130568269827/4EfkA19f_normal.jpg,8173,positive,@narendramodi: I thank the people of Jind for blessing @BJP4Haryana. This is a seat where the Party has never won before. Glad to see th…,1091123702408740865,Rakesh Kumar,https://twitter.com/boss_khiladi,Bengaluru
#Train 18. Indian first faster train 🚄🚠🚠🚠🚠🚠🚠🚠.. Congratulations our BJP Government.. ✊✌,2019-01-31 23:58:56,3633,https://pbs.twimg.com/profile_images/870388098164764672/V1NosdOK_normal.jpg,2500,positive,"@KsSantu: #Train 18.. Indian first faster train 🚄🚠🚠🚠🚠🚠🚠🚠... 
Congratulations our BJP Government... ✊✌👍 https://t.co/2qYcL0QbDs",1091123700672401408,InnovativeHindu 🇮🇳,https://twitter.com/InnovativeHindu,Mumbai
_bear BJP has nothing to do with Hindu Mahasabha leader Mahant Maa Pooja Shakun who shot Mahatma Gandhi's effigy in Aligarh https:…,2019-01-31 23:58:55,20,https://pbs.twimg.com/profile_images/1019233171760558080/tmdDK8DG_normal.jpg,1606,neutral,@zoo_bear: BJP has nothing to do with Hindu Mahasabha leader Mahant Maa Pooja Shakun who shot Mahatma Gandhi's effigy in Aligarh. https:…,1091123696276770817,Shãlõm Pialrâl,https://twitter.com/PuDawr,Delhi
ervval True BJP has to be aggressive Cong is successfully putting them,2019-01-31 23:58:50,15,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,positive,ervval @BJP4India @INCIndia @BJP4Karnataka True. BJP has to be aggressive.  Cong is successfully  putting  them… https://t.co/qFONtsLGlJ,1091123673736523776,Murali Seshadri,https://twitter.com/MuraliSeshadri,Delhi
In 2019 if you vote for BJP It's like purchasing a bullet proof jacket to a soldier guarding the Nation But if the vote is…,2019-01-31 23:58:49,142,https://pbs.twimg.com/profile_images/1091703082025504769/ofpgvJAr_normal.jpg,1146,neutral,"@mvmeet: In 2019 if you vote for BJP, 

It's like purchasing a bullet proof jacket to a soldier guarding the Nation

But if the vote is…",1091123668057391106,Krishna Kannur,https://twitter.com/Krishna_Kannur1,Hyderabad
Congress workers created ruckus &amp damaged property stating EVM tampering as their leader Randeep Surjewala lost in Jind BJP…,2019-01-31 23:58:40,2066,https://pbs.twimg.com/profile_images/1092231123722153985/1Yp43EjS_normal.jpg,3280,neutral,"@AskAnshul: Congress workers created ruckus &amp; damaged property stating EVM tampering as their leader Randeep Surjewala lost in Jind

BJP…",1091123629767548930,मनोज बजाज Modi Once More 🇮🇳,https://twitter.com/manojbajaj_IND,Mumbai
Congress daily spreads a lie and then Pidi Media does Debate on the agenda set by Congress. BJP shld either boycott such…,2019-01-31 23:58:39,2557,https://pbs.twimg.com/profile_images/1079387899475292160/g33Hrs4p_normal.jpg,120,neutral,"@iAnkurSingh: Congress daily spreads a lie and then Pidi Media does Debate on the agenda set by Congress.

BJP shld either boycott such…",1091123627234193408,Shailesh Mishra,https://twitter.com/shaileshmishra,Bengaluru
What if Sena splits after getting half of the total MPs with the help of BJP and joins oppositio…,2019-01-31 23:58:27,2901,https://pbs.twimg.com/profile_images/876040016253771780/l5HFlQ-M_normal.jpg,9,negative,@Aryathyagarajan: @girishs2 @vprakash68 What if Sena splits after getting half of the total MPs with the help of BJP and joins oppositio…,1091123575556321280,Punita Toraskar🇮🇳⛳️,https://twitter.com/impuni,Mumbai
🔯जिंदग क न शुरुआ करे औ जानि क्य ह व आध्यात्मि तत्वज्ञा ज आ त हमार ह सद्ग्रंथो मे छुप हु थ अवश् जा…,2019-01-31 23:58:13,917,https://pbs.twimg.com/profile_images/1069396033925394432/sKnWy6j8_normal.jpg,5,neutral,"@SainiThandu: 🔯जिंदगी की नई शुरुआत करें और जानिए क्या है वह आध्यात्मिक तत्वज्ञान जो आज तक हमारे ही सद्ग्रंथों में छुपा हुआ था 
अवश्य जा…",1091123519302205440,Semraj Das,https://twitter.com/DasSemraj,Hyderabad
#CongressForMinimumIncomeGuarantee A minimum guarantee will eradicate poverty This will help millions of poor #BJPForT…,2019-01-31 23:58:11,0,https://pbs.twimg.com/profile_images/1091121938909474816/c_oaWiMf_normal.jpg,40,negative,"@YashMeghwal: #CongressForMinimumIncomeGuarantee A minimum guarantee will eradicate poverty. This will help millions of poor. 

#BJPForT…",1091123510838247426,adela saunders,https://twitter.com/adelasa18084416,Kolkata
Another massive banking scam from friends of BJP. Could be the largest ever in India’s history. What was the #Chowkidar d…,2019-01-31 23:58:10,503,https://pbs.twimg.com/profile_images/2704915345/0e7b1787750b419a244564286e573294_normal.jpeg,412,neutral,"@dineshgrao: Another massive banking scam from friends of BJP.

Could be the largest ever in India’s history.

What was the #Chowkidar d…",1091123504831844352,vishalvirsingh,https://twitter.com/vishalvirsingh,Mumbai
Today even dravidian parties can't mobilise the crowd we are voluntarily getting for our street corner meetings Dravidian…,2019-01-31 23:58:07,120,https://pbs.twimg.com/profile_images/1086254166576492546/brlOiwq__normal.jpg,718,neutral,"@mahesh10816: Today even dravidian parties can't mobilise the crowd we are voluntarily getting for our street corner meetings

Dravidian…",1091123493377167360,सत्यनारायण गोविंदराजन,https://twitter.com/gsatyanarayanag,Delhi
In pictures BJP National President Shri addressing BJP National Minority Morcha Sammelan in New Delhi,2019-01-31 23:58:06,483,https://pbs.twimg.com/profile_images/1059388949708255232/KFXSNd6Y_normal.jpg,710,positive,@BJP4India: In pictures: BJP National President Shri @AmitShah addressing BJP National Minority Morcha Sammelan in New Delhi. https://t.…,1091123487605837825,Omi Khajuria,https://twitter.com/omikhajuriabjp,Bengaluru
"oll results 2019 Congress&amp;#39 Safiya Zubair wins Ramgarh by 12,000 votes BJP bags Jind for first time with Kr",2019-01-31 23:58:04,69,https://pbs.twimg.com/profile_images/950613651148320769/ecA1fS6-_normal.jpg,0,positive,"oll results 2019: Congress&amp;#39; Safiya Zubair wins Ramgarh by 12,000 votes; BJP bags Jind for first time with Kr… https://t.co/KGpyuiRLfQ",1091123480890765312,IndiaNews,https://twitter.com/IndiaNews777,Delhi
भाजप क बड़ नेताओ क सा सामन आई महात्म गांध प 'गोल चलाने वाल पूज क तस्वीरे #PoojaShakunPandey #HinduMahas…,2019-01-31 23:57:52,404,https://pbs.twimg.com/profile_images/1077809013020979201/aZfRJwNp_normal.jpg,563,neutral,"@thewirehindi: भाजपा के बड़े नेताओं के साथ सामने आईं महात्मा गांधी पर 'गोली चलाने' वाली पूजा की तस्वीरें 
#PoojaShakunPandey #HinduMahas…",1091123429976158208,Abrar Noori,https://twitter.com/AbrarNoori8,Delhi
Congress workers created ruckus &amp damaged property stating EVM tampering as their leader Randeep Surjewala lost in Jind BJP…,2019-01-31 23:57:51,17,https://pbs.twimg.com/profile_images/1092354942608629760/C7wGKz0C_normal.jpg,3280,neutral,"@AskAnshul: Congress workers created ruckus &amp; damaged property stating EVM tampering as their leader Randeep Surjewala lost in Jind

BJP…",1091123426171838464,Jagdish Tripathi,https://twitter.com/jagdishTripa,Delhi
_Ind The results of #jindbypoll will comprehensively settle two things &amp BJP still holds sway &amp u…,2019-01-31 23:57:51,160,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,987,neutral,@Shehzad_Ind: The results of #jindbypoll will comprehensively settle two things : @mlkhattar &amp; BJP still holds sway &amp; @BhupinderSHooda u…,1091123423982407681,Rajesh,https://twitter.com/rajeshisin1,Delhi
Haryana is the mood of the nation Congress is jostling with independents for 3rd Position while BJP is marching ahead at N…,2019-01-31 23:57:50,1203,https://pbs.twimg.com/profile_images/1092752660707663872/Fov1Rpzv_normal.jpg,140,neutral,@Sootradhar: Haryana is the mood of the nation. Congress is jostling with independents for 3rd Position while BJP is marching ahead at N…,1091123422833238016,Chil Swarr 🇮🇳,https://twitter.com/chilswar,Kolkata
Must watch 's hilarious take on the outed NSSO data showing highest unemployment since 1972 But what about j…,2019-01-31 23:57:46,91,https://pbs.twimg.com/profile_images/875616595367804928/aurVtj-j_normal.jpg,439,positive,@pbhushan1: Must watch: @akashbanerjee's hilarious take on the outed NSSO data showing highest unemployment since 1972. But what about j…,1091123404663635968,sita chowkulkar,https://twitter.com/schowkulkar,Kolkata
"जीं उपचुना क रिजल् स य पक्क ह गय क ""प्रियंक बाड्रा BJP क लि पप्प क तर बहु लक है😂😛 अबक बा फि स मोदी…",2019-01-31 23:57:39,229,https://pbs.twimg.com/profile_images/1089174821634826240/BJAI-wGg_normal.jpg,397,neutral,"@NyLahBaLoch: जींद उपचुनाव के रिजल्ट से ये पक्का हो गया कि 
""प्रियंका बाड्रा"" BJP के लिए पप्पू की तरह बहुत लकी है😂😛
अबकी बार फिर से मोदी…",1091123374850535424,J S Patil,https://twitter.com/Socialmanjagu,Hyderabad
Ramgarh comprises 38 Muslims 16.4 Scheduled Castes and 3.2 Schedule Tribes voters Shafia Zubair of Congress Won this…,2019-01-31 23:57:38,53,https://pbs.twimg.com/profile_images/1015591941570887682/IS7RnnIF_normal.jpg,1799,neutral,"@RituRathaur: Ramgarh comprises 
38% Muslims
16.4% Scheduled Castes and 
3.2% Schedule Tribes voters 
Shafia Zubair of Congress Won this…",1091123373399134208,Rannyspeaks,https://twitter.com/randhirmishra,Kolkata
जीं मे पहल बा खिल कमल. राहु गांध क सा मिलक राफे क झूठ ढो बजान वाल रणदी सुरजेवाल रह तीसर नंब प h…,2019-01-31 23:57:22,1144,https://pbs.twimg.com/profile_images/903160412383862784/1xD_a_-s_normal.jpg,472,neutral,@SudarshanNewsTV: जींद में पहली बार खिला कमल.. राहुल गांधी के साथ मिलकर राफेल का झूठा ढोल बजाने वाले रणदीप सुरजेवाला रहे तीसरे नंबर पर h…,1091123304520286208,संजय सिंह,https://twitter.com/sanjays91174755,Bengaluru
बन्द मे थ दम #GandhiJayanti #Gandhiji #Gandhi150 #गांध #BJP_भगाओ_देश_बचा,2019-01-31 23:57:16,88,https://pbs.twimg.com/profile_images/1052207765744103424/EnU3glZ3_normal.jpg,1,neutral,"@arian290360: बन्दे में था दम

#GandhiJayanti #Gandhiji #Gandhi150 #गांधी #BJP_भगाओ_देश_बचाओ https://t.co/TRQJt53rgJ",1091123277613883392,Arif,https://twitter.com/Arif42340316,Bengaluru
Virtuosity Dr savages the government’s economic management says it has had no real interest in pushing for a Ram…,2019-01-31 23:57:15,511,https://pbs.twimg.com/profile_images/855758708571348992/QUygf5XL_normal.jpg,86,positive,"@virsanghvi: Virtuosity: Dr @Swamy39 savages the government’s economic management, says it has had no real interest in pushing for a Ram…",1091123275495890947,sanjana singh,https://twitter.com/princesssiggy,Kolkata
__ लगभ ती दशको स BJP बो रह थ रा लल ह आएंग मंदि वह बनाएंगे लेकि आ अचान BJP औ RSS कोर् चल ग औ मंदिर…,2019-01-31 23:57:13,266,https://pbs.twimg.com/profile_images/957134080029573120/wmsC4NSK_normal.jpg,168,neutral,"@yadavakhilesh__: लगभग तीन दशकों से BJP बोल रही थी राम लला हम आएंगे मंदिर वही बनाएंगे, लेकिन आज अचानक BJP और RSS  कोर्ट चली गई और मंदिर…",1091123268205965312,Dabbu Yadav,https://twitter.com/ManagerSinghYa1,Kolkata
I thank the people of Jind for blessing This is a seat where the Party has never won before Glad to see th…,2019-01-31 23:57:13,0,https://pbs.twimg.com/profile_images/1083770010013642752/uHHGZd_p_normal.jpg,8173,positive,@narendramodi: I thank the people of Jind for blessing @BJP4Haryana. This is a seat where the Party has never won before. Glad to see th…,1091123264993210368,Dr Ramesh Chandra Pavitran,https://twitter.com/pavitran_dr,Bengaluru
Oh You are so ignorant BJP’s opposition to EVMs in 2009 was much stronger supported by a book Democracy in Danger Wri…,2019-01-31 23:57:03,366,https://pbs.twimg.com/profile_images/460342853571321857/OACeMx2D_normal.png,770,positive,"@DrSYQuraishi: Oh. You are so ignorant. BJP’s opposition to EVMs in 2009 was much stronger, supported by a book Democracy in Danger. Wri…",1091123224820285444,SiLLy,https://twitter.com/Si_LLy,Mumbai
_Hind Christian pastors in TN is doing prayer meeting &amp asking Christians to vote aganist BJP in 2019.If we allow Christian conv…,2019-01-31 23:57:03,463,https://pbs.twimg.com/profile_images/925222644449910784/c2-UzMgS_normal.jpg,93,neutral,@Remesh_Hind: Christian pastors in TN is doing prayer meeting &amp; asking Christians to vote aganist BJP in 2019.If we allow Christian conv…,1091123223981215744,Surya#ProtectWithPen,https://twitter.com/pragathis7,Bengaluru
_tamil பாஜகவோ கூட்டண வேண்டவ வேண்டாம ! பொங்கித தீர்த் பொன்னையன !,2019-01-31 23:57:01,268,https://pbs.twimg.com/profile_images/1075253273416761344/bSbJkYcR_normal.jpg,2,neutral,@asianet_tamil: பாஜகவோட கூட்டணி வேண்டவே வேண்டாம் !! பொங்கித் தீர்த்த பொன்னையன் !! https://t.co/rceTIxA5lq,1091123215319986176,சிஎஸ்கே தோனி,https://twitter.com/prabhu581,Mumbai
"_IND UP मे ""गुंडो क जीन हरा ..और MP मे ""जनत क जीन हरा ? जिसन जैस चुन उसक वैस मिला। . . . #भाजप #मोद #B…",2019-01-31 23:56:59,55,https://pbs.twimg.com/profile_images/976900821920006144/BLywCknv_normal.jpg,229,neutral,"@SanjayKumar_IND: UP में ""गुंडों का जीना हराम ..और
MP में ""जनता का जीना हराम ?? 

जिसने जैसा चुना उसको वैसा मिला।

.
.
.
#भाजपा #मोदी #B…",1091123209494130688,Narendra Thakur,https://twitter.com/Narendr08883311,Kolkata
